done,locality string,country,state,county,latitude,longitude,correction status,precision,error polygon,multiple results,uncertainty radius,uncertainty radius (circular polygon),SAP Number,Genus,Species,Year,Month,Day,Collector,Determination
y,Sagami Enoshima ,,,,35.298456,139.480641,,,,,674,,81079,Heterosiphonia,japonica,1930,4,10,K. Okamura,K. Okamura
y,Sagami Enoshima ,,,,35.298456,139.480641,,,,,674,,81080,Heterosiphonia,japonica,1930,4,10,K. Okamura,K. Okamura
y,Sagami Enoshima ,,,,35.298456,139.480641,,,,,674,,81081,Heterosiphonia,japonica,1930,4,10,K. Okamura,K. Okamura
y,Sagami Enoshima ,,,,35.298456,139.480641,,,,,674,,81082,Heterosiphonia,japonica,1930,4,10,K. Okamura,K. Okamura
y,"Seawater tree in Shodoshima, Kagawa Prefecture ",,,,34.469317,134.294024,,,,,7189,"POLYGON ((134.287198909759 34.5338759751814, 134.280425882542 34.5331374735931, 134.273756581483 34.5319128983103, 134.267241873089 34.5302115898891, 134.260931436794 34.5280465245383, 134.254873383859 34.5254342145007, 134.249113888632 34.5223945813236, 134.243696835934 34.5189508021306, 134.238663481104 34.5151291362317, 134.234052143996 34.5109587150971, 134.229897909112 34.5064713273549, 134.226232356965 34.5017011745573, 134.223083338253 34.4966846021902, 134.220474748009 34.4914598305075, 134.218426353944 34.4860666577954, 134.216953646939 34.4805461573975, 134.216067726152 34.474940364273, 134.215775217876 34.4692919544627, 134.216078228634 34.4636439199208, 134.216974332791 34.4580392411995, 134.21845659464 34.452520560479, 134.220513624703 34.4471298574289, 134.2231296697 34.4419081303536, 134.226284735411 34.4368950850308, 134.229954743001 34.4321288345128, 134.234111706564 34.4276456058015, 134.238723962576 34.4234794740422, 134.243756398607 34.4196620975326, 134.249170722635 34.4162224773019, 134.25492576237 34.4131867464446, 134.260977768315 34.4105779634582, 134.267280749857 34.4084159427222, 134.273786822244 34.4067171039699, 134.280446568443 34.4054943483702, 134.287209412267 34.4047569611888, 134.294024 34.404510541747, 134.300838587733 34.4047569611888, 134.307601431557 34.4054943483702, 134.314261177756 34.4067171039699, 134.320767250143 34.4084159427222, 134.327070231685 34.4105779634582, 134.33312223763 34.4131867464446, 134.338877277365 34.4162224773019, 134.344291601393 34.4196620975326, 134.349324037424 34.4234794740422, 134.353936293436 34.4276456058015, 134.358093256999 34.4321288345128, 134.361763264589 34.4368950850308, 134.3649183303 34.4419081303536, 134.367534375297 34.4471298574289, 134.36959140536 34.452520560479, 134.371073667209 34.4580392411995, 134.371969771366 34.4636439199208, 134.372272782124 34.4692919544627, 134.371980273848 34.474940364273, 134.371094353061 34.4805461573975, 134.369621646056 34.4860666577954, 134.367573251991 34.4914598305075, 134.364964661747 34.4966846021902, 134.361815643035 34.5017011745573, 134.358150090889 34.5064713273549, 134.353995856004 34.5109587150971, 134.349384518896 34.5151291362317, 134.344351164066 34.5189508021306, 134.338934111368 34.5223945813236, 134.333174616141 34.5254342145007, 134.327116563206 34.5280465245383, 134.320806126911 34.5302115898891, 134.314291418517 34.5319128983103, 134.307622117458 34.5331374735931, 134.300849090241 34.5338759751814, 134.294024 34.534122769893, 134.287198909759 34.5338759751814))",59626,Heterosiphonia,japonica,1991,2,3,M. Kasamatsu,T. Yamamoto
y,"Shichirigahama, Kamakura, Kanagawa Prefecture, Japan [Shichirigahama, Kamakura City, Kanagawa Prefecture]",,,,35.304299,139.508487,,,,,877,"POLYGON ((139.50764649562 35.3121736448648, 139.506812389796 35.3120836257627, 139.505991032338 35.3119343555212, 139.505188675944 35.3117269704466, 139.50441142856 35.3114630492404, 139.503665206851 35.3111446009811, 139.502955691128 35.3107740498268, 139.502288282075 35.3103542165534, 139.501668059615 35.30988829707, 139.501099744219 35.3093798380733, 139.500587660969 35.308832710028, 139.500135706644 35.3082510776801, 139.499747320071 35.3076393683301, 139.499425455987 35.3070022381091, 139.499172562588 35.3063445365174, 139.498990562953 35.3056712694968, 139.498880840461 35.3049875613193, 139.498844228326 35.3042986155824, 139.498881003321 35.3036096756069, 139.498990883726 35.3029259845387, 139.499173031528 35.3022527454555, 139.499426058844 35.3015950817805, 139.499748038529 35.3009579983034, 139.500136518872 35.3003463431042, 139.500588542289 35.2997647706689, 139.501100667852 35.2992177064774, 139.501668997497 35.2987093133357, 139.50228920571 35.2982434597075, 139.50295657245 35.2978236902885, 139.503666019082 35.2974531990475, 139.504412147021 35.2971348049401, 139.505189278805 35.2968709304788, 139.505991501281 35.2966635833219, 139.506812710571 35.2965143410187, 139.507646658482 35.2964243390265, 139.508487 35.2963942620869, 139.509327341518 35.2964243390265, 139.510161289429 35.2965143410187, 139.510982498719 35.2966635833219, 139.511784721195 35.2968709304788, 139.512561852979 35.2971348049401, 139.513307980918 35.2974531990475, 139.51401742755 35.2978236902885, 139.51468479429 35.2982434597075, 139.515305002503 35.2987093133357, 139.515873332148 35.2992177064774, 139.516385457711 35.2997647706689, 139.516837481128 35.3003463431042, 139.517225961471 35.3009579983034, 139.517547941156 35.3015950817805, 139.517800968472 35.3022527454555, 139.517983116274 35.3029259845387, 139.518092996679 35.3036096756069, 139.518129771674 35.3042986155824, 139.518093159539 35.3049875613193, 139.517983437047 35.3056712694968, 139.517801437412 35.3063445365174, 139.517548544013 35.3070022381091, 139.517226679929 35.3076393683301, 139.516838293356 35.3082510776801, 139.516386339031 35.308832710028, 139.515874255781 35.3093798380733, 139.515305940385 35.30988829707, 139.514685717925 35.3103542165534, 139.514018308872 35.3107740498268, 139.513308793149 35.3111446009811, 139.51256257144 35.3114630492404, 139.511785324056 35.3117269704466, 139.510982967662 35.3119343555212, 139.510161610204 35.3120836257627, 139.50932750438 35.3121736448648, 139.508487 35.312203727566, 139.50764649562 35.3121736448648))",105667,Heterosiphonia,japonica,2008,3,25,T. Sato,T. Sato
y,Shima Toba ,,,,34.37325,136.916535,,,,,19549,"POLYGON ((136.897972288416 34.5488050711558, 136.879551737946 34.5467942343156, 136.861414400514 34.5434599531259, 136.843699118954 34.538827757732, 136.826541445596 34.532933111203, 136.810072588318 34.5258211331994, 136.794418392803 34.5175462486596, 136.779698369308 34.5081717644263, 136.766024772033 34.4977693771661, 136.753501737796 34.486418617245, 136.742224489961 34.4742062331774, 136.732278621344 34.4612255172624, 136.723739444441 34.447575588777, 136.716671433289 34.4333606274822, 136.711127748011 34.4186890722507, 136.707149849698 34.4036727880888, 136.704767207257 34.3884262085899, 136.703997097778 34.3730654605277, 136.704844501162 34.3577074773845, 136.707302089035 34.3424691086349, 136.711350307181 34.3274662315822, 136.716957550102 34.3128128724653, 136.724080425563 34.2986203434276, 136.732664106415 34.2849964017668, 136.742642766371 34.2720444376647, 136.753940096361 34.2598626966789, 136.766469893996 34.2485435405124, 136.780136729441 34.2381727567474, 136.794836671813 34.2288289159187, 136.810458076893 34.220582783497, 136.826882430701 34.2134967926927, 136.843985239751 34.2076245788194, 136.861636963187 34.2030105799147, 136.879703979883 34.1996897061396, 136.898049583705 34.197687080248, 136.916535 34.1970178509205, 136.935020416295 34.197687080248, 136.953366020117 34.1996897061396, 136.971433036813 34.2030105799147, 136.989084760249 34.2076245788194, 137.006187569299 34.2134967926927, 137.022611923107 34.220582783497, 137.038233328187 34.2288289159187, 137.052933270559 34.2381727567474, 137.066600106004 34.2485435405124, 137.079129903639 34.2598626966789, 137.090427233629 34.2720444376647, 137.100405893585 34.2849964017668, 137.108989574437 34.2986203434276, 137.116112449898 34.3128128724653, 137.121719692819 34.3274662315822, 137.125767910966 34.3424691086349, 137.128225498838 34.3577074773845, 137.129072902222 34.3730654605277, 137.128302792743 34.3884262085899, 137.125920150302 34.4036727880888, 137.121942251989 34.4186890722507, 137.116398566711 34.4333606274822, 137.109330555559 34.447575588777, 137.100791378656 34.4612255172624, 137.090845510039 34.4742062331774, 137.079568262205 34.486418617245, 137.067045227968 34.4977693771661, 137.053371630692 34.5081717644263, 137.038651607197 34.5175462486596, 137.022997411682 34.5258211331994, 137.006528554404 34.532933111203, 136.989370881046 34.538827757732, 136.971655599486 34.5434599531259, 136.953518262054 34.5467942343156, 136.935097711584 34.5488050711558, 136.916535 34.5494770654714, 136.897972288416 34.5488050711558))",81094,Heterosiphonia,japonica,1932,5,,?????,K. Okamura
y,Shima Toba ,,,,34.37325,136.916535,,,,,19549,,81096,Heterosiphonia,japonica,1936,5,7,????,K. Okamura
y,"Shimoda, Shizuoka Prefecture ",,,,34.680051,138.944245,,,,,5020,"POLYGON ((138.939468164305 34.7251303773291, 138.934727742265 34.7246148230733, 138.930059868607 34.7237599336896, 138.925500122376 34.722572225613, 138.921083254526 34.7210607518752, 138.91684292196 34.7192370327836, 138.912811431647 34.7171149659201, 138.909019486602 34.7147107282364, 138.905495964044 34.7120426369474, 138.902267685439 34.7091310219771, 138.899359214818 34.7059980667034, 138.896792668792 34.7026676398638, 138.894587558792 34.6991651078159, 138.892760631708 34.695517147411, 138.891325749614 34.691751538852, 138.890293784276 34.6878969544878, 138.889672535889 34.6839827401813, 138.889466675346 34.6800386916623, 138.889677710433 34.6760948275777, 138.890303976138 34.6721811609707, 138.89134064912 34.6683274709295, 138.892779786145 34.6645630761435, 138.894610386163 34.6609166120818, 138.896818475499 34.6574158134817, 138.899387216705 34.6540873045071, 138.902297031735 34.6509563932849, 138.905525763077 34.6480468864264, 138.909048832944 34.6453809032556, 138.912839433619 34.6429787096421, 138.916868728683 34.6408585606116, 138.921106081914 34.6390365749697, 138.925519276831 34.6375265975769, 138.930074768129 34.6363401032749, 138.934737934139 34.6354861082157, 138.939473338855 34.6349711016602, 138.944245 34.6347989968995, 138.949016661145 34.6349711016602, 138.953752065861 34.6354861082157, 138.958415231871 34.6363401032749, 138.962970723169 34.6375265975769, 138.967383918086 34.6390365749697, 138.971621271317 34.6408585606116, 138.975650566381 34.6429787096421, 138.979441167056 34.6453809032556, 138.982964236923 34.6480468864264, 138.986192968265 34.6509563932849, 138.989102783295 34.6540873045071, 138.991671524501 34.6574158134817, 138.993879613837 34.6609166120818, 138.995710213855 34.6645630761435, 138.99714935088 34.6683274709295, 138.998186023862 34.6721811609707, 138.998812289567 34.6760948275777, 138.999023324654 34.6800386916623, 138.998817464111 34.6839827401813, 138.998196215724 34.6878969544878, 138.997164250386 34.691751538852, 138.995729368292 34.695517147411, 138.993902441208 34.6991651078159, 138.991697331208 34.7026676398638, 138.989130785182 34.7059980667034, 138.986222314561 34.7091310219771, 138.982994035956 34.7120426369474, 138.979470513398 34.7147107282364, 138.975678568353 34.7171149659201, 138.97164707804 34.7192370327836, 138.967406745474 34.7210607518752, 138.962989877624 34.722572225613, 138.958430131393 34.7237599336896, 138.953762257735 34.7246148230733, 138.949021835695 34.7251303773291, 138.944245 34.7253026665246, 138.939468164305 34.7251303773291))",51327,Heterosiphonia,japonica,1986,3,13,J. Tanaka,J. Tanaka
y,"Shinori, Hakodate, Hokkaido, Japan",,,,41.761864,140.813887,,,,,4744,"POLYGON ((140.808911705613 41.8044135175019, 140.803974351123 41.8039268388432, 140.799112585431 41.8031198321801, 140.794363477722 41.801998650968, 140.789763233279 41.8005718439144, 140.785346916058 41.7988502894626, 140.781148180195 41.7968471124274, 140.777199012527 41.7945775834325, 140.77352948508 41.7920590042207, 140.770167535326 41.7893105672047, 140.767138741662 41.7863532186034, 140.764466135441 41.7832094924924, 140.762170024905 41.7799033397223, 140.760267841598 41.7764599448726, 140.758774009028 41.7729055338905, 140.757699834516 41.7692671739, 140.757053425019 41.7655725667224, 140.756839627507 41.7618498376949, 140.757059994281 41.7581273214039, 140.757712773436 41.7544333459723, 140.758792924464 41.750796017542, 140.760292158816 41.7472430065908, 140.762199005039 41.7438013377037, 140.764498897946 41.7404971843855, 140.767174291066 41.7373556704634, 140.77020479148 41.7344006795719, 140.773567315976 41.7316546741488, 140.777236268648 41.7291385264951, 140.781183729593 41.7268713552222, 140.785379678579 41.7248703903923, 140.789792213443 41.7231508354111, 140.794387794978 41.7217257543394, 140.799131500904 41.7206059731757, 140.803987290071 41.7197999980867, 140.80891827489 41.7193139511831, 140.813887 41.7191515243092, 140.81885572511 41.7193139511831, 140.823786709929 41.7197999980867, 140.828642499096 41.7206059731757, 140.833386205022 41.7217257543394, 140.837981786557 41.7231508354111, 140.842394321421 41.7248703903923, 140.846590270407 41.7268713552222, 140.850537731352 41.7291385264951, 140.854206684024 41.7316546741487, 140.85756920852 41.7344006795719, 140.860599708934 41.7373556704634, 140.863275102054 41.7404971843855, 140.865574994961 41.7438013377037, 140.867481841184 41.7472430065908, 140.868981075536 41.750796017542, 140.870061226564 41.7544333459723, 140.870714005719 41.7581273214039, 140.870934372493 41.7618498376949, 140.870720574981 41.7655725667224, 140.870074165484 41.7692671739, 140.868999990972 41.7729055338905, 140.867506158402 41.7764599448726, 140.865603975095 41.7799033397223, 140.863307864559 41.7832094924924, 140.860635258338 41.7863532186034, 140.857606464674 41.7893105672047, 140.85424451492 41.7920590042207, 140.850574987473 41.7945775834325, 140.846625819805 41.7968471124274, 140.842427083942 41.7988502894626, 140.838010766721 41.8005718439144, 140.833410522278 41.801998650968, 140.828661414569 41.8031198321801, 140.823799648877 41.8039268388432, 140.818862294387 41.8044135175019, 140.813887 41.8045761571155, 140.808911705613 41.8044135175019))",96781,Heterosiphonia,japonica,2003,3,21,T. Sato,T. Sato
y,"Shinori, Hakodate, Hokkaido, Japan",,,,41.761864,140.813887,,,,,4744,,96782,Heterosiphonia,japonica,2003,4,20,T. Sato,T. Sato
y,"Susaki, Shizuoka Prefecture ",Japan,Chubu,Shizuoka,34.660771,138.970978,,,,,1909,"POLYGON ((138.96916250171 34.6779138510877, 138.967360828978 34.6777178607164, 138.965586701883 34.6773928688617, 138.963853630351 34.6769413503807, 138.962174812477 34.6763667411857, 138.960563028051 34.6756734226373, 138.959030550263 34.6748666705886, 138.957589045928 34.6739526280092, 138.956249488095 34.6729382546705, 138.955022072447 34.6718312740741, 138.953916139662 34.6706401145564, 138.952940104334 34.6693738450226, 138.952101391003 34.6680421058045, 138.951406374489 34.66665503616, 138.950860343527 34.665223193065, 138.95046744457 34.6637574765382, 138.950230660068 34.6622690430371, 138.950151783837 34.6607692213384, 138.950231407659 34.6592694262918, 138.950468917037 34.6577810719375, 138.95086249613 34.6563154846474, 138.951409145089 34.6548838179332, 138.952104688974 34.6534969635387, 138.952943832745 34.6521654748169, 138.953920185227 34.6508994824322, 138.955026312246 34.6497086182959, 138.956253793302 34.648601942338, 138.957593285732 34.6475878736387, 138.95903459584 34.6466741264433, 138.960566756477 34.6458676515478, 138.962178110464 34.6451745835005, 138.963856397685 34.6446001905229, 138.965588854486 34.6441488474417, 138.967362301446 34.6438239848237, 138.969163249301 34.6436280735993, 138.970978 34.6435626038708, 138.972792750699 34.6436280735993, 138.974593698554 34.6438239848237, 138.976367145514 34.6441488474417, 138.978099602315 34.6446001905229, 138.979777889536 34.6451745835005, 138.981389243523 34.6458676515478, 138.98292140416 34.6466741264433, 138.984362714268 34.6475878736387, 138.985702206698 34.648601942338, 138.986929687755 34.6497086182959, 138.988035814773 34.6508994824322, 138.989012167255 34.6521654748169, 138.989851311026 34.6534969635387, 138.990546854911 34.6548838179332, 138.99109350387 34.6563154846474, 138.991487082963 34.6577810719375, 138.991724592341 34.6592694262918, 138.991804216163 34.6607692213384, 138.991725339932 34.6622690430371, 138.99148855543 34.6637574765382, 138.991095656473 34.665223193065, 138.990549625511 34.66665503616, 138.989854608997 34.6680421058045, 138.989015895666 34.6693738450226, 138.988039860338 34.6706401145564, 138.986933927553 34.6718312740741, 138.985706511905 34.6729382546705, 138.984366954072 34.6739526280092, 138.982925449737 34.6748666705885, 138.981392971949 34.6756734226373, 138.979781187523 34.6763667411858, 138.978102369649 34.6769413503807, 138.976369298118 34.6773928688617, 138.974595171022 34.6777178607164, 138.97279349829 34.6779138510877, 138.970978 34.6779793474684, 138.96916250171 34.6779138510877))",22157,Heterosiphonia,japonica,1941,5,,S. Inoh,
y,"Susaki, Shizuoka Prefecture ",Japan,Chubu,Shizuoka,34.660771,138.970978,,,,,1909,"POLYGON ((138.96916250171 34.6779138510877, 138.967360828978 34.6777178607164, 138.965586701883 34.6773928688617, 138.963853630351 34.6769413503807, 138.962174812477 34.6763667411857, 138.960563028051 34.6756734226373, 138.959030550263 34.6748666705886, 138.957589045928 34.6739526280092, 138.956249488095 34.6729382546705, 138.955022072447 34.6718312740741, 138.953916139662 34.6706401145564, 138.952940104334 34.6693738450226, 138.952101391003 34.6680421058045, 138.951406374489 34.66665503616, 138.950860343527 34.665223193065, 138.95046744457 34.6637574765382, 138.950230660068 34.6622690430371, 138.950151783837 34.6607692213384, 138.950231407659 34.6592694262918, 138.950468917037 34.6577810719375, 138.95086249613 34.6563154846474, 138.951409145089 34.6548838179332, 138.952104688974 34.6534969635387, 138.952943832745 34.6521654748169, 138.953920185227 34.6508994824322, 138.955026312246 34.6497086182959, 138.956253793302 34.648601942338, 138.957593285732 34.6475878736387, 138.95903459584 34.6466741264433, 138.960566756477 34.6458676515478, 138.962178110464 34.6451745835005, 138.963856397685 34.6446001905229, 138.965588854486 34.6441488474417, 138.967362301446 34.6438239848237, 138.969163249301 34.6436280735993, 138.970978 34.6435626038708, 138.972792750699 34.6436280735993, 138.974593698554 34.6438239848237, 138.976367145514 34.6441488474417, 138.978099602315 34.6446001905229, 138.979777889536 34.6451745835005, 138.981389243523 34.6458676515478, 138.98292140416 34.6466741264433, 138.984362714268 34.6475878736387, 138.985702206698 34.648601942338, 138.986929687755 34.6497086182959, 138.988035814773 34.6508994824322, 138.989012167255 34.6521654748169, 138.989851311026 34.6534969635387, 138.990546854911 34.6548838179332, 138.99109350387 34.6563154846474, 138.991487082963 34.6577810719375, 138.991724592341 34.6592694262918, 138.991804216163 34.6607692213384, 138.991725339932 34.6622690430371, 138.99148855543 34.6637574765382, 138.991095656473 34.665223193065, 138.990549625511 34.66665503616, 138.989854608997 34.6680421058045, 138.989015895666 34.6693738450226, 138.988039860338 34.6706401145564, 138.986933927553 34.6718312740741, 138.985706511905 34.6729382546705, 138.984366954072 34.6739526280092, 138.982925449737 34.6748666705885, 138.981392971949 34.6756734226373, 138.979781187523 34.6763667411858, 138.978102369649 34.6769413503807, 138.976369298118 34.6773928688617, 138.974595171022 34.6777178607164, 138.97279349829 34.6779138510877, 138.970978 34.6779793474684, 138.96916250171 34.6779138510877))",22158,Heterosiphonia,japonica,1941,5,,S. Inoh,
y,"Takado-hama, Takahagi, Ibaraki Prefecture",,,,36.72185,140.73063,,,,,894,"POLYGON ((140.729757716403 36.7298753883677, 140.72889207344 36.7297836453493, 140.728039661149 36.7296315165197, 140.727206968772 36.7294201599759, 140.726400335306 36.7291511846918, 140.725625901215 36.7288266382675, 140.724889561645 36.7284489913364, 140.724196921512 36.7280211187477, 140.723553252813 36.7275462776673, 140.722963454474 36.7270280827642, 140.722432015053 36.7264704786711, 140.72196297858 36.7258777099311, 140.721559913793 36.7252542886626, 140.721225887014 36.7246049601873, 140.720963438853 36.7239346668893, 140.720774564927 36.7232485105792, 140.720660700741 36.7225517136519, 140.720622707224 36.7218495793341, 140.720660882222 36.7211474513246, 140.720774922374 36.720450673129, 140.720963961405 36.7197645474054, 140.721226558795 36.7190942956193, 140.721560714391 36.7184450183201, 140.721963883668 36.717821656337, 140.722432997133 36.7172289531905, 140.722964483704 36.7166714190058, 140.723554297921 36.716153296202, 140.724197950743 36.7156785272212, 140.724890543727 36.7152507245415, 140.725626806307 36.7148731432047, 140.726401135907 36.7145486560669, 140.727207640556 36.71427973196, 140.728040183705 36.7140684169292, 140.728892430889 36.713916318687, 140.729757897885 36.7138245944008, 140.73063 36.7137939419049, 140.731502102115 36.7138245944008, 140.732367569111 36.713916318687, 140.733219816295 36.7140684169292, 140.734052359444 36.71427973196, 140.734858864093 36.7145486560669, 140.735633193693 36.7148731432047, 140.736369456273 36.7152507245415, 140.737062049257 36.7156785272212, 140.737705702079 36.716153296202, 140.738295516296 36.7166714190058, 140.738827002867 36.7172289531905, 140.739296116332 36.717821656337, 140.739699285609 36.7184450183201, 140.740033441205 36.7190942956193, 140.740296038595 36.7197645474054, 140.740485077626 36.720450673129, 140.740599117778 36.7211474513246, 140.740637292776 36.7218495793341, 140.740599299259 36.7225517136519, 140.740485435073 36.7232485105792, 140.740296561147 36.7239346668893, 140.740034112986 36.7246049601873, 140.739700086207 36.7252542886626, 140.73929702142 36.7258777099311, 140.738827984947 36.7264704786711, 140.738296545526 36.7270280827642, 140.737706747187 36.7275462776673, 140.737063078488 36.7280211187477, 140.736370438355 36.7284489913364, 140.735634098785 36.7288266382675, 140.734859664694 36.7291511846918, 140.734053031228 36.7294201599759, 140.733220338851 36.7296315165197, 140.73236792656 36.7297836453493, 140.731502283597 36.7298753883677, 140.73063 36.7299060471715, 140.729757716403 36.7298753883677))",105547,Heterosiphonia,japonica,2002,6,24,M. Nakaniwa,M. Nakaniwa
y,Tobishima Yamagata Prefecture ,,,,39.195453,139.549438,,,,,1743,"POLYGON ((139.54767911117 39.2110932058638, 139.545933617381 39.210914392301, 139.544214811472 39.2106178831053, 139.542535782669 39.2102059362733, 139.540909316723 39.2096816888616, 139.539347798384 39.209049133066, 139.537863116942 39.2083130857782, 139.536466575576 39.2074791518502, 139.535168805193 39.2065536813478, 139.533979683438 39.2055437211202, 139.532908259482 39.204456961057, 139.531962685164 39.2033016754472, 139.53115014865 39.2020866614752, 139.530476835922 39.2008211658852, 139.529947861953 39.1995148236441, 139.529567245248 39.1981775787684, 139.529337874449 39.196819609945, 139.529261486594 39.195451253021, 139.529338654162 39.1940829223152, 139.529568780983 39.1927250313499, 139.529950107047 39.1913879136065, 139.530479722159 39.1900817439089, 139.531153588333 39.1888164610312, 139.53196657377 39.1876016934735, 139.53291247887 39.186446680499, 139.533984105404 39.1853602110062, 139.535173295376 39.1843505504552, 139.536470997546 39.1834253796302, 139.53786733634 39.1825917362747, 139.539351687004 39.1818559616255, 139.540912756411 39.1812236522505, 139.54253866891 39.1806996175538, 139.54421705657 39.1802878432679, 139.545935153118 39.1799914612064, 139.547679890885 39.179812725503, 139.549438 39.1797529955129, 139.551196109115 39.179812725503, 139.552940846882 39.1799914612064, 139.55465894343 39.1802878432679, 139.55633733109 39.1806996175538, 139.55796324359 39.1812236522505, 139.559524312996 39.1818559616255, 139.56100866366 39.1825917362747, 139.562405002454 39.1834253796302, 139.563702704624 39.1843505504552, 139.564891894596 39.1853602110062, 139.56596352113 39.186446680499, 139.56690942623 39.1876016934735, 139.567722411667 39.1888164610312, 139.568396277841 39.1900817439089, 139.568925892953 39.1913879136065, 139.569307219017 39.1927250313499, 139.569537345838 39.1940829223152, 139.569614513406 39.195451253021, 139.569538125551 39.196819609945, 139.569308754752 39.1981775787684, 139.568928138047 39.1995148236441, 139.568399164078 39.2008211658852, 139.56772585135 39.2020866614752, 139.566913314836 39.2033016754472, 139.565967740518 39.204456961057, 139.564896316562 39.2055437211202, 139.563707194807 39.2065536813478, 139.562409424424 39.2074791518502, 139.561012883058 39.2083130857782, 139.559528201616 39.209049133066, 139.557966683277 39.2096816888616, 139.556340217331 39.2102059362733, 139.554661188528 39.2106178831053, 139.552942382619 39.210914392301, 139.55119688883 39.2110932058638, 139.549438 39.2111529620725, 139.54767911117 39.2110932058638))",57024,Heterosiphonia,japonica,1947,8,19,?????,Y. Yamada
y,"Todosho Ikisue, Shodoshima, Kagawa Prefecture",,,,34.502273,134.199216,,,,,5587,"POLYGON ((134.193910637362 34.5524454449609, 134.188645724262 34.5518716108019, 134.183461400179 34.5509200828056, 134.178397186913 34.5495981152416, 134.173491685782 34.5479157861351, 134.168782282032 34.5458859200476, 134.164304860579 34.5435239876772, 134.160093523187 34.5408479974607, 134.156180342865 34.5378783395312, 134.152595107791 34.5346376444707, 134.149365097457 34.5311506057194, 134.146514871866 34.5274437922965, 134.144066095807 34.5235454400435, 134.142037362803 34.5194852428109, 134.14044406122 34.5152941220931, 134.139298257414 34.5110039918181, 134.138608605717 34.5066475149498, 134.138380284577 34.5022578545251, 134.138614959286 34.4978684210346, 134.139310771503 34.4935126180732, 134.140462355595 34.4892235882018, 134.142060881601 34.485033960949, 134.144094124421 34.480975604865, 134.146546558662 34.4770793855017, 134.14939947961 34.4733749318821, 134.152631140678 34.4698904081976, 134.156216931648 34.4666523070261, 134.160129556132 34.4636852429936, 134.16433924284 34.4610117678675, 134.168813968852 34.4586521952582, 134.173519714422 34.4566244620629, 134.178420705737 34.4549439741077, 134.183479694578 34.4536235000113, 134.188658238368 34.4526730724207, 134.193916990941 34.45209991217, 134.199216 34.4519083737041, 134.204515009059 34.45209991217, 134.209773761632 34.4526730724207, 134.214952305422 34.4536235000113, 134.220011294263 34.4549439741077, 134.224912285578 34.4566244620629, 134.229618031148 34.4586521952582, 134.23409275716 34.4610117678675, 134.238302443868 34.4636852429936, 134.242215068352 34.4666523070261, 134.245800859322 34.4698904081976, 134.24903252039 34.4733749318821, 134.251885441338 34.4770793855017, 134.254337875579 34.480975604865, 134.256371118399 34.485033960949, 134.257969644405 34.4892235882018, 134.259121228497 34.4935126180732, 134.259817040714 34.4978684210346, 134.260051715423 34.5022578545251, 134.259823394283 34.5066475149498, 134.259133742586 34.5110039918181, 134.25798793878 34.5152941220931, 134.256394637197 34.5194852428109, 134.254365904193 34.5235454400435, 134.251917128134 34.5274437922965, 134.249066902543 34.5311506057194, 134.245836892209 34.5346376444707, 134.242251657135 34.5378783395312, 134.238338476813 34.5408479974607, 134.234127139421 34.5435239876772, 134.229649717968 34.5458859200476, 134.224940314218 34.5479157861351, 134.220034813087 34.5495981152416, 134.214970599821 34.5509200828056, 134.209786275738 34.5518716108019, 134.204521362638 34.5524454449609, 134.199216 34.5526372103613, 134.193910637362 34.5524454449609))",59627,Heterosiphonia,japonica,1991,2,3,M. Kasamatsu,T. Yamamoto
