source,source.id,genus,species,country,state.province,county,locality.1,locality.2,latitude,longitude,uncertainty,year,month,day,collector,determination
MHP,597404,Heterosiphonia,japonica,United States,Washington,,"Long Island, Southeast of Lopez Island, WA",,48.440933,-122.924344,551,1978,7,11,K. A. Vandenbosch,
MHP,756466,Heterosiphonia,japonica,United States,Alaska,Ketchikan Gateway,"Ketchikan Quad: Gravina Island, north end of airport.",Mud bottom--probably 20-30 feet at 1730.,55.362768,-131.726051,1000,1974,9,1,S. C. Lindstrom,
OBIS,00f1e0b4-c270-4370-bc3b-26e64c6afff3,Dasysiphonia,japonica,Sweden,,,Gullmarsfjorden,,58.29601,11.52625,,2009,9,16,Anna Engdahl,
OBIS,01ed98d2-7a0f-4446-a877-bb5b48249009,Dasysiphonia,,Japan,Toyama,Onagawa,Toyama Bay west,,36.93383,137.04071,,2001,,,,
OBIS,034567ec-3f5b-45be-9443-c5ef7e9413ef,Dasysiphonia,,Sweden,,,,,58.27129,11.49396,,2009,8,12,Sandra Andersson,
OBIS,03e874e2-ec02-428a-956f-4bf061355caa,Dasysiphonia,,Sweden,,,Gullmarsfjorden,,58.2613,11.47071,,2009,9,10,Anna Engdahl,
OBIS,04611a5e-5c88-4c12-9c2f-8c5aea96c943,Dasysiphonia,,Sweden,,,,,58.26128,11.386,,2011,7,28,,
OBIS,06b547aa-8912-4536-9193-a7c6e3f158ff,Dasysiphonia,,Sweden,,,Asker√∂fjorden,,58.07788,11.76883,,2009,9,29,Sandra Andersson,
OBIS,0783ddb7-bd1b-4918-b992-fa139c5491db,Dasysiphonia,,Sweden,,,Gullmarsfjorden,,58.29601,11.52625,,2009,9,16,Anna Engdahl,
OBIS,0b55db51-4a77-43bc-b658-7235212949d0,Dasysiphonia,,Sweden,,,Gullmarsfjorden,,58.29708,11.52585,,2009,9,10,Anna Engdahl,
OBIS,0f9e117a-a621-4c41-9f6f-17d8bcdc41b7,Dasysiphonia,,Sweden,,,,,58.28556,11.33504,,2012,8,27,,
OBIS,201aa0b4-357f-4e9e-ad81-12ef36428756,Dasysiphonia,,Sweden,,,,,58.26128,11.386,,2010,7,24,,
OBIS,2069d011-b576-4eee-8e80-2690f0d3a93c,Dasysiphonia,,Sweden,,,,,58.24367,11.37199,,2013,7,23,,
OBIS,20763715-7fbf-4e1c-b5fe-cac0e5def90a,Dasysiphonia,,Sweden,,,,,58.25097,11.37823,,2012,8,29,,
OBIS,221476b9-8ecb-4499-860f-ec6535b7923e,Dasysiphonia,,Japan,37,,Kagawa-ken. Megi-jima,,34.403,134.054,,1990,4,2,S. Enomoto,
OBIS,295ff267-0403-43a3-b8cc-7644bbec61f2,Dasysiphonia,,Sweden,,,,,58.24367,11.37199,,2010,7,25,,
OBIS,2bb31650-8f19-442d-88d9-16078257aee9,Dasysiphonia,,Sweden,,,,,58.31439,11.54675,,2009,9,8,Sandra Andersson,
OBIS,2c908dd7-28cf-4783-840d-241aedc9c954,Dasysiphonia,,Sweden,,,,,58.10665,11.79902,,2012,8,21,Sandra Andersson,
OBIS,30a5642e-eaaf-40f0-b826-9fad8ae8a7d7,Dasysiphonia,,Sweden,,,,,58.28556,11.33504,,2010,7,24,,
OBIS,31c95956-e63f-4cbb-8607-2da890072944,Dasysiphonia,,Sweden,,,,,58.210117,11.342067,,2012,8,29,TMBL   (Tj√£rn√∂ Marine Biological Laboratory),
OBIS,340dea39-ab19-40ad-b94c-05dcb53a4102,Dasysiphonia,,Sweden,,,"V√§st Soten√§set, Bohusl√§n",,58.36297,11.13207,,2010,9,1,Jan Karlsson,
OBIS,382daf3f-bffd-47af-8ecd-f7a783e5eea6,Dasysiphonia,,Sweden,,,Hakefjorden,,57.95744,11.6659,,2009,10,5,Sandra Andersson,
OBIS,39f0cce9-6aec-461a-b8c1-df50d545ad34,Dasysiphonia,,Sweden,,,,,58.250967,11.378217,,2012,8,29,TMBL   (Tj√£rn√∂ Marine Biological Laboratory),
OBIS,3f45e2b1-4524-495e-914b-b9caab412681,Dasysiphonia,,Sweden,,,,,58.10199,11.80819,,2012,8,30,Sandra Andersson,
OBIS,47ca5ced-46ea-4c20-a6d7-4ab158a87843,Dasysiphonia,,Japan,Aomori,Oma,Shimokita Peninsula Omazaki Area coast,,41.574361,140.935364,,2005,,,,
OBIS,48465684-8e96-40bd-be0f-305de9419d7f,Dasysiphonia,,Sweden,,,Asker√∂fjorden,,58.06145,11.7785,,2009,10,1,Sandra Andersson,
OBIS,48605ec4-caa6-4f2d-aaf5-fa54fa61f992,Dasysiphonia,,Sweden,,,,,58.27868,11.50479,,2009,9,1,Sandra Andersson,
OBIS,53520eda-dfe4-4f22-a05c-207dc6491f51,Dasysiphonia,,Sweden,,,,,58.29878,11.33117,,2012,8,27,,
OBIS,5e6ddc02-cf3d-406a-8127-2c74f8baca1f,Dasysiphonia,,Sweden,,,,,58.26128,11.386,,2013,7,22,,
OBIS,630965ae-2ad9-4be0-8b89-ad02055f90a4,Dasysiphonia,,Sweden,,,,,58.28555,11.335033,,2012,8,27,TMBL   (Tj√£rn√∂ Marine Biological Laboratory),
OBIS,82374365-44bc-4ef6-bd32-dd92c0d03b90,Dasysiphonia,,Japan,Ehime,,"Mimai-zaki, Ehime Prefecture",,33.4167,132.123,,1988,4,20,,
OBIS,8f578c82-2947-4fc0-882e-cc82fe6e9820,Dasysiphonia,,Sweden,,,,,58.25097,11.37823,,2011,7,29,,
OBIS,a34aa948-083b-4db8-889e-5ef9437aa09b,Dasysiphonia,,Sweden,,,"V√§st Soten√§set, Bohusl√§n",,58.36297,11.13148,,2010,9,1,Jan Karlsson,
OBIS,aa950189-cb7f-480d-abcf-5dc92324608a,Dasysiphonia,,Sweden,,,,,58.09397,11.79511,,2013,8,13,Sandra Andersson,
OBIS,ac987c4d-e8ea-49a5-80a9-afa3824e8a0e,Dasysiphonia,,Sweden,,,,,58.298767,11.331167,,2012,8,27,TMBL   (Tj√£rn√∂ Marine Biological Laboratory),
OBIS,ae1a6d28-759b-415b-9259-ef4591a17516,Dasysiphonia,,Sweden,,,,,58.09397,11.79511,,2012,9,17,Sandra Andersson,
OBIS,be72d40c-a31a-4a6e-a7e3-1c186ee1b54b,Dasysiphonia,,Sweden,,,,,58.21012,11.34208,,2012,8,29,,
OBIS,d50292e9-34c3-41f5-a668-b12429119f12,Dasysiphonia,,Sweden,,,,,58.0633,11.77934,,2012,8,22,Sandra Andersson,
OBIS,d59b6c85-b678-43cd-bd41-6347f8a2c648,Dasysiphonia,,Japan,Osaka,Misaki,Osaka Bay southern area (Kitan Strait),,34.331666,135.16027,,2006,,,,
OBIS,e96f1e8e-82d8-4107-8c4b-b87a847e69d4,Dasysiphonia,,Japan,Shizuoka,Omaezaki,Omaezaki coast,,34.60138,138.23472,,2006,,,,
OBIS,fbcd03b3-a1f5-46d8-988e-15d5c923bcf1,Dasysiphonia,,Sweden,,,Marstrandsfjorden,,57.92798,11.54892,,2009,10,2,Sandra Andersson,
SAP,49936,Heterosiphonia,japonica,,,,"Kumamoto Prefecture Amakusa, Tomioka†",,32.529907,130.026951,1566,1957,6,1,T. Yoshida,T. Yoshida
SAP,71362,Heterosiphonia,japonica,,,,Higo Amakusa Oyano†,,32.547283,130.294515,16277,1955,3,20,S. Segawa,S. Segawa
SAP,24193,Heterosiphonia,japonica,Japan,Nagasaki,,"Nomozaki, Nagasaki Prefecture†",,32.582923,129.754169,1706,1933,4,15,T. Tanaka,
SAP,63867,Heterosiphonia,japonica,,,,"Kameura, Ikata, Ehime Prefecture, Japan",,33.498735,132.326825,618,1957,5,17,Y. Nomura,Y. Yamada
SAP,87968,Heterosiphonia,japonica,,,,"Kameura, Ikata, Ehime Prefecture, Japan",,33.498735,132.326825,,1958,5,6,Y. Nomura,Y. Yamada
SAP,87980,Heterosiphonia,japonica,,,,"Kameura, Ikata, Ehime Prefecture, Japan",,33.498735,132.326825,,1957,6,1,Y. Nomura,Y. Yamada
SAP,87981,Heterosiphonia,japonica,,,,"Kameura, Ikata, Ehime Prefecture, Japan",,33.498735,132.326825,,1957,5,17,Y. Nomura,Y. Yamada
SAP,35376,Heterosiphonia,japonica,,,,Kameura,,33.500197,132.328329,1216,1958,4,5,Y. Nomura,Y. Yamada
SAP,31199,Heterosiphonia,japonica,,,,"Tsuyazaki, Fukuoka",,33.787225,130.463657,747,1961,2,14,T. Sawada,
SAP,93297,Heterosiphonia,japonica,,,,"Tsuzumi-jima, Tsuyazaki, Fukuoka Prefecture, Japan",,33.818257,130.442487,112,2001,4,28,S. Arai,T. Yoshida
SAP,93298,Heterosiphonia,japonica,,,,"Tsuzumi-jima, Tsuyazaki, Fukuoka Prefecture, Japan",,33.818257,130.442487,,2001,4,28,S. Arai,T. Yoshida
SAP,57141,Heterosiphonia,japonica,,,,"Matsuyama, Ehime Prefecture†",,33.835233,132.689926,9432,1951,4,,Y. Yamada,Y. Yamada
SAP,93714,Heterosiphonia,japonica,,,,"Kanezaki, Fukuoka Prefecture, Japan",,33.884871,130.52615,710,2002,3,28,T. Yoshida,T. Yoshida
SAP,68122,Heterosiphonia,japonica,,,,"Iwaya, Wakamatsu-ku, Kitakyushu, Fukuoka Prefecture, Japan",,33.926481,130.678447,963,1978,4,5,T. Yoshida,T. Yoshida
SAP,94842,Heterosiphonia,japonica,,,,"Ondo, Aki-gun, Hiroshima Prefecture, Japan",,34.173797,132.547441,2721,1961,4,30,M. Yamada,H. Tanaka
SAP,94838,Heterosiphonia,japonica,,,,"Yuge-jima, EhimePrefecture, Japan",,34.260899,133.223379,3326,2000,6,18,H. Tanaka,H. Tanaka
SAP,94840,Heterosiphonia,japonica,,,,"Itsukushima, Hiroshima Prefecture, Japan",,34.264873,132.313402,5360,1996,4,20,H. Tanaka,H. Tanaka
SAP,81088,Heterosiphonia,japonica,,,,Akimiyajima†,,34.271029,132.307083,5784,1929,4,9,,K. Okamura
SAP,94836,Heterosiphonia,japonica,,,,"Mukou-ujina, Hiroshima Prefecture, Japan",,34.344987,132.461546,722,1960,4,29,M. Yamada,H. Tanaka
SAP,94839,Heterosiphonia,japonica,,,,"Motoujina, Hiroshima, Hiroshima Prefecture, Japan",,34.345272,132.462404,657,2001,9,3,H. Tanaka,H. Tanaka
SAP,94841,Heterosiphonia,japonica,,,,"Motoujina, Hiroshima, Hiroshima Prefecture, Japan",,34.345272,132.462404,,2001,5,7,H. Tanaka,H. Tanaka
SAP,94842,Heterosiphonia,japonica,,,,"Motoujina, Hiroshima, Hiroshima Prefecture, Japan",,34.345272,132.462404,,2001,4,22,H. Tanaka,H. Tanaka
SAP,94843,Heterosiphonia,japonica,,,,"Motoujina, Hiroshima, Hiroshima Prefecture, Japan",,34.345272,132.462404,,2001,3,11,H. Tanaka,H. Tanaka
SAP,94844,Heterosiphonia,japonica,,,,"Motoujina, Hiroshima, Hiroshima Prefecture, Japan",,34.345272,132.462404,,2001,2,13,H. Tanaka,H. Tanaka
SAP,98216,Heterosiphonia,japonica,,,,"Motoujina, Hiroshima, Hiroshima Prefecture, Japan",,34.345272,132.462404,,2002,4,13,H. Tanaka,H. Tanaka
SAP,98217,Heterosiphonia,japonica,,,,"Motoujina, Hiroshima, Hiroshima Prefecture, Japan†",,34.345272,132.462404,,2003,3,18,H. Tanaka,H. Tanaka
SAP,98218,Heterosiphonia,japonica,,,,"Motoujina, Hiroshima, Hiroshima Prefecture, Japan†",,34.345272,132.462404,,2002,3,17,H. Tanaka,H. Tanaka
SAP,88362,Heterosiphonia,japonica,,,,"Motoujina, Hiroshima Prefecture, Japan†",,34.345589,132.461236,770,2000,6,2,H. Tanaka,H. Tanaka
SAP,72671,Heterosiphonia,japonica,,,,Hiroshima City,,34.353711,132.426303,5712,1999,5,2,H. Tanaka,H. Tanaka
SAP,21260,Heterosiphonia,japonica,Japan,,,Hiroshima†,,34.362722,132.427191,3471,1938,5,,Y. Yamada,
SAP,24992,Heterosiphonia,japonica,,,,Mie Prefecture,,34.371206,136.554202,87071,1941,4,,T. Segi,
SAP,81094,Heterosiphonia,japonica,,,,Shima Toba†,,34.37325,136.916535,19549,1932,5,,?????,K. Okamura
SAP,81096,Heterosiphonia,japonica,,,,Shima Toba†,,34.37325,136.916535,,1936,5,7,????,K. Okamura
SAP,62348,Heterosiphonia,japonica,,,,"Awajishima Atsuhama, Hyogo†",,34.375163,134.89842,1013,1995,4,5,S. Shimada,S. Shimada
SAP,59626,Heterosiphonia,japonica,,,,"Seawater tree in Shodoshima, Kagawa Prefecture†",,34.469317,134.294024,7189,1991,2,3,M. Kasamatsu,T. Yamamoto
SAP,59627,Heterosiphonia,japonica,,,,"Todosho Ikisue, Shodoshima, Kagawa Prefecture",,34.502273,134.199216,5587,1991,2,3,M. Kasamatsu,T. Yamamoto
SAP,59624,Heterosiphonia,japonica,,,,"Todosho Yoshima, Shodoshima, Kagawa Prefecture†",,34.502273,134.199216,5587,1991,1,5,M. Kasamatsu,T. Yamamoto
SAP,59625,Heterosiphonia,japonica,,,,"Todosho, Shodoshima, Kagawa Prefecture†",,34.502273,134.199216,5587,1991,2,3,M. Kasamatsu,T. Yamamoto
SAP,81095,Heterosiphonia,japonica,,,,Ise†,,34.522919,136.775086,8879,,,,??,K. Okamura
SAP,63172,Heterosiphonia,japonica,,,,"Omaezaki, Shizuoka Prefecture",,34.59996,138.220994,15667,1970,3,20,M. Masuda,M. Masuda
SAP,63173,Heterosiphonia,japonica,,,,"Omaezaki, Shizuoka Prefecture",,34.59996,138.220994,,1970,4,5,M. Masuda,M. Masuda
SAP,24837,Heterosiphonia,japonica,,,,"Omaezaki, Shizuoka Prefecture†",,34.59996,138.220994,12775,1944,4,22,T. Segi,
SAP,41958,Heterosiphonia,japonica,,,,"Omaezaki, Shizuoka Prefecture†",,34.59996,138.220994,,1982,3,28,T. Yoshida,T. Yoshida
SAP,22157,Heterosiphonia,japonica,Japan,,,"Susaki, Shizuoka Prefecture†",,34.660771,138.970978,1909,1941,5,,S. Inoh,
SAP,51327,Heterosiphonia,japonica,,,,"Shimoda, Shizuoka Prefecture†",,34.680051,138.944245,5020,1986,3,13,J. Tanaka,J. Tanaka
SAP,81083,Heterosiphonia,japonica,,,,Sagami Misaki†,,35.143784,139.599077,40791,1933,5,12,K. Okamura,K. Okamura
SAP,63468,Heterosiphonia,japonica,,,,"Ohara, Chiba Prefecture",,35.24557,140.408131,2365,1973,5,20,M. Masuda,M. Masuda
SAP,21260,Heterosiphonia,japonica,Japan,,,Kanagawa,,35.289777,139.374554,29681,1940,3,,T. Tanaka,
SAP,21262,Heterosiphonia,japonica,Japan,,,Kanagawa Prefecture†,,35.289777,139.374554,29681,1940,3,,T. Tanaka,
SAP,81078,Heterosiphonia,japonica,,,,Sagami Enoshima†,,35.298456,139.480641,674,1930,4,10,K. Okamura,K. Okamura
SAP,81079,Heterosiphonia,japonica,,,,Sagami Enoshima†,,35.298456,139.480641,,1930,4,10,K. Okamura,K. Okamura
SAP,7947,Heterosiphonia,japonica,Japan,,,"Enoshima, Kanagawa Prefecture†",,35.298929,139.481041,688,1926,4,4,Y. Yamada,
SAP,24194,Heterosiphonia,japonica,,,,"Enoshima, Kanagawa Prefecture†",,35.299218,139.480427,676,1932,4,6,Y. Yamada,
SAP,55816,Heterosiphonia,japonica,,,,"Enoshima, Kanagawa Prefecture",,35.299687,139.480773,809,1926,4,4,Y. Yamada,Y. Yamada
SAP,13109,Heterosiphonia,japonica,Japan,,,"Enoshima, Kanagawa Prefecture†",,35.299804,139.480913,659,1932,4,,Y. Yamada,
SAP,105667,Heterosiphonia,japonica,,,,"Shichirigahama, Kamakura, Kanagawa Prefecture, Japan [Shichirigahama, Kamakura City, Kanagawa Prefecture]",,35.304299,139.508487,877,2008,3,25,T. Sato,T. Sato
SAP,81086,Heterosiphonia,japonica,,,,Kazusa†,,35.514765,140.232689,58773,,,,????,K. Okamura
SAP,55512,Heterosiphonia,japonica,,,,"Qingdao, Shandong, China†",,36.066207,120.379325,9410,1935,4,3,M. Noda,M. Noda
SAP,92138,Heterosiphonia,japonica,,,,"Uka Port, Nishinoshima, Oki-gun, Shimane Prefecture, Japan",,36.138732,133.083551,5772,2000,3,23,S. Kawashima,T. Yoshida
SAP,81090,Heterosiphonia,japonica,,,,Hitachi†,,36.596009,140.673859,9782,1928,6,6,K. Okamura,K. Okamura
SAP,105547,Heterosiphonia,japonica,,,,"Takado-hama, Takahagi, Ibaraki Prefecture",,36.72185,140.73063,894,2002,6,24,M. Nakaniwa,M. Nakaniwa
SAP,105548,Heterosiphonia,japonica,,,,"Idura, Kitaibaraki, Ibaraki Prefecture, Japan [Goura, Kitaibaraki City, Ibaraki Prefecture]",,36.793918,140.766851,4004,2007,6,17,M. Nakaniwa,M. Nakaniwa
SAP,81089,Heterosiphonia,japonica,,,,Iwaki Onahama†,,36.934849,140.892555,4237,1934,5,2,K. Okamura,K. Okamura
SAP,81092,Heterosiphonia,japonica,,,,Iwaki Onahama Ena,,36.963797,140.962937,10414,1933,7,22,K. Okamura,K. Okamura
SAP,55812,Heterosiphonia,japonica,,,,Niigata prefecture†,,37.869202,138.844939,94039,1924,6,,Y. Yamada,Y. Yamada
SAP,91942,Heterosiphonia,japonica,,,,"Kakura, Sabusawa-jima, Matsushima Bay, Miyagi Prefecture, Japan",,38.332994,141.123612,1007,1966,7,29,T. Yoshida,T. Yoshida
SAP,61652,Heterosiphonia,japonica,,,,Miyagi Prefecture,,38.391518,141.484275,70209,1995,2,3,M. Tani,M. Tani
SAP,47594,Heterosiphonia,japonica,,,,"Dalian, China†",,38.858447,121.621809,46947,1937,12,27,M. Noda,
SAP,57024,Heterosiphonia,japonica,,,,Tobishima Yamagata Prefecture†,,39.195453,139.549438,1743,1947,8,19,?????,Y. Yamada
SAP,52800,Heterosiphonia,japonica,,,,"Aomori Prefecture Shimokita, Oma†",,41.546392,140.912772,2375,1988,1,21,T. Kitayama,
SAP,96781,Heterosiphonia,japonica,,,,"Shinori, Hakodate, Hokkaido, Japan",,41.761864,140.813887,4744,2003,3,21,T. Sato,T. Sato
SAP,96782,Heterosiphonia,japonica,,,,"Shinori, Hakodate, Hokkaido, Japan",,41.761864,140.813887,,2003,4,20,T. Sato,T. Sato
SAP,24276,Heterosiphonia,japonica,Japan,,,Oshima Hakodate†,,41.765353,140.722225,3617,1943,4,25,T. Moritake,
SAP,24306,Heterosiphonia,japonica,,,,Oshima Hakodate†,,41.765353,140.722225,3617,1943,6,17,T. Moritake,
SAP,24532,Heterosiphonia,japonica,,,,Oshima Hakodate†,,41.765353,140.722225,3617,1943,7,11,T. Moritake,
SAP,25192,Heterosiphonia,japonica,,,,"Hatakeyama Okushiri Island, Yunohama",,42.153727,139.464206,15232,1943,10,7,Y. Hasegawa,
SAP,25193,Heterosiphonia,japonica,,,,"Hatakeyama Okushiri Island, Yunohama†",,42.153727,139.464206,15232,1943,10,7,Y. Hasegawa,
SAP,105660,Heterosiphonia,japonica,,,,"Denshin-hama, Muroran, Hokkaido [Muroran City Telegraph Beach]",,42.313635,140.966214,,2007,4,22,T. Sato,T. Sato
SAP,97287,Heterosiphonia,japonica,,,,"Denshin-hama, Muroran, Hokkaido, Japan†",,42.313635,140.966214,176,1998,12,12,T. Sato,T. Sato
SAP,50378,Heterosiphonia,japonica,,,,Iburi Usu,,42.515725,140.777931,2250,1985,12,14,K. Kogame,K. Kogame
SAP,97164,Heterosiphonia,japonica,,,,"Toyoura, Esan, Hokkaido, Japan†",,42.559872,140.694839,13162,1998,4,20,T. Sato,T. Sato
SAP,89709,Heterosiphonia,japonica,,,,"Nagatoyo, Shimamaki, Hokkaido, Japan",,42.703626,140.057724,1252,2000,6,6,T. Horita and M. Masuda,T. Horita and M. Masuda
SAP,23621,Heterosiphonia,japonica,,,,Goshi Shioya,,43.212146,140.910454,,1940,6,,Y. Nakamura,
SAP,51236,Heterosiphonia,japonica,,,,Goshi Shioya†,,43.212146,140.910454,2304,1943,5,22,M. Kurogi,M. Kurogi
SAP,51237,Heterosiphonia,japonica,,,,Goshi Shioya†,,43.212146,140.910454,,1943,5,22,M. Kurogi,M. Kurogi
SAP,97406,Heterosiphonia,japonica,,,,"Fumi, Shakotan, Hokkaido, Japan†",,43.305396,140.607141,1997,1992,6,13,T. Sato,T. Sato
SAP,63146,Heterosiphonia,japonica,,,,"Ofuyu, Machike-cho, Hokkaido",,43.739835,141.338355,1362,1994,7,13,M. Masuda,M. Masuda
SAP,63145,Heterosiphonia,japonica,,,,"Ogon-misaki, Rumoi, Hokkaido",,43.947737,141.628884,1276,1994,7,17,M. Masuda,M. Masuda
SAP,44057,Heterosiphonia,japonica,,,,Rumoi Haboro†,,44.372354,141.700354,3324,1982,7,15,M. Marui,M. Marui
SAP,44058,Heterosiphonia,japonica,,,,Rumoi Tenuri Island†,,44.424848,141.316862,3060,1981,4,18,M. Marui,M. Marui
SAP,44061,Heterosiphonia,japonica,,,,Rumoi Tenuri Island†,,44.424848,141.316862,3060,1981,7,30,M. Marui,M. Marui
SAP,44059,Heterosiphonia,japonica,,,,Rumoi Yajiri Island†,,44.434655,141.408873,2358,1982,5,12,M. Marui,M. Marui
SAP,104103,Heterosiphonia,japonica,,,,"Funadomari, Rebun Island, Hokkaido, Japan",,45.440429,141.029922,853,1969,8,12,S. Funahashi,S. Funahashi
TNS,166824,Heterosiphonia,japonica,Japan,Niigata,,Aikawa,Sado,38.033333,138.234379,3037,2003,3,6,M. Suzuki,M. Suzuki
TNS,182582,Heterosiphonia,japonica,Japan,Niigata,,Aikawa,Sado,38.033333,138.234379,3038,2003,3,6,M. Suzuki,M. Suzuki
TNS,161376,Heterosiphonia,japonica,Japan,Chiba,,Amatsu,,35.119691,140.164205,3037,1951,3,25,M. Chihara,
TNS,28665,Heterosiphonia,japonica,Japan,Aomori,,Aomori,,40.841235,140.755027,3055,1965,8,2,M. Yoshizaki,M. Yoshizaki
TNS,28809,Heterosiphonia,japonica,Japan,Aomori,,Aomori,,40.841235,140.755027,3054,1965,8,2,M. Yoshizaki,M. Yoshizaki
TNS,28810,Heterosiphonia,japonica,Japan,Aomori,,Aomori,,40.841235,140.755027,3053,1965,8,2,M. Yoshizaki,M. Yoshizaki
TNS,172989,Heterosiphonia,japonica,Japan,Kanagawa,,Chigasaki,,35.312665,139.401142,3037,1938,2,28,S. Kato,
TNS,168723,Heterosiphonia,japonica,Japan,Aomori,,Fukaura,,40.650953,139.924813,3037,1967,7,28,,M. Yoshizaki
TNS,49459,Heterosiphonia,japonica,Japan,Nagasaki,,Fukue,,32.694413,128.85911,3036,1998,3,13,T. Kitayama,T. Kitayama
TNS,49470,Heterosiphonia,japonica,Japan,Nagasaki,,Fukue,,32.694413,128.85911,3037,1998,3,13,T. Kitayama,T. Kitayama
TNS,49471,Heterosiphonia,japonica,Japan,Nagasaki,,Fukue,,32.694413,128.85911,3038,1998,3,13,T. Kitayama,T. Kitayama
TNS,49472,Heterosiphonia,japonica,Japan,Nagasaki,,Fukue,,32.694413,128.85911,3039,1998,3,13,T. Kitayama,T. Kitayama
TNS,49473,Heterosiphonia,japonica,Japan,Nagasaki,,Fukue,,32.694413,128.85911,3040,1998,3,13,T. Kitayama,T. Kitayama
TNS,153062,Heterosiphonia,japonica,Japan,Nagasaki,,Fukue,Fukue,32.698819,128.862715,3036,1998,3,13,T. Kitayama,T. Kitayama
TNS,28653,Heterosiphonia,japonica,Japan,Aomori,,Hachinohe,,40.548019,141.527937,4633,1965,7,22,M. Yoshizaki,M. Yoshizaki
TNS,28654,Heterosiphonia,japonica,Japan,Aomori,,Hachinohe,,40.548019,141.527937,4632,1965,7,22,M. Yoshizaki,M. Yoshizaki
TNS,28655,Heterosiphonia,japonica,Japan,Aomori,,Hachinohe,,40.548019,141.527937,4631,1965,7,22,M. Yoshizaki,M. Yoshizaki
TNS,28656,Heterosiphonia,japonica,Japan,Aomori,,Hachinohe,,40.548019,141.527937,4630,1965,7,22,M. Yoshizaki,M. Yoshizaki
TNS,28657,Heterosiphonia,japonica,Japan,Aomori,,Hachinohe,,40.548019,141.527937,4629,1965,7,22,M. Yoshizaki,M. Yoshizaki
TNS,28658,Heterosiphonia,japonica,Japan,Aomori,,Hachinohe,,40.548019,141.527937,4628,1965,7,22,M. Yoshizaki,M. Yoshizaki
TNS,28659,Heterosiphonia,japonica,Japan,Aomori,,Hachinohe,,40.548019,141.527937,4627,1965,7,22,M. Yoshizaki,M. Yoshizaki
TNS,28660,,,Japan,Aomori,,Hachinohe,,40.548019,141.527937,4622,0,,,,
TNS,28660,Heterosiphonia,japonica,Japan,Aomori,,Hachinohe,,40.548019,141.527937,4623,1965,7,22,M. Yoshizaki,M. Yoshizaki
TNS,28666,Heterosiphonia,japonica,Japan,Aomori,,Hachinohe,,40.548019,141.527937,4626,1965,7,22,M. Yoshizaki,M. Yoshizaki
TNS,28692,Heterosiphonia,japonica,Japan,Aomori,,Hachinohe,,40.548019,141.527937,4625,1965,7,22,M. Yoshizaki,M. Yoshizaki
TNS,28696,Heterosiphonia,japonica,Japan,Aomori,,Hachinohe,,40.548019,141.527937,4624,1965,7,22,M. Yoshizaki,M. Yoshizaki
TNS,28792,Heterosiphonia,japonica,Japan,Mie,,Hamashima,,34.294469,136.745193,3053,1971,3,13,S. Hiraide,M. Chihara
TNS,28793,Heterosiphonia,japonica,Japan,Mie,,Hamashima,,34.294469,136.745193,3052,1971,3,13,M. Chihara,M. Chihara
TNS,28794,Heterosiphonia,japonica,Japan,Mie,,Hamashima,,34.294469,136.745193,3051,1971,3,13,S. Hiraide,M. Chihara
TNS,28795,Heterosiphonia,japonica,Japan,Mie,,Hamashima,,34.294469,136.745193,3050,1971,3,13,S. Hiraide,M. Chihara
TNS,28796,Heterosiphonia,japonica,Japan,Mie,,Hamashima,,34.294469,136.745193,3049,1971,3,13,S. Hiraide,M. Chihara
TNS,28797,Heterosiphonia,japonica,Japan,Mie,,Hamashima,,34.294469,136.745193,3048,1971,3,13,S. Hiraide,M. Chihara
TNS,28798,Heterosiphonia,japonica,Japan,Mie,,Hamashima,,34.294469,136.745193,3047,1971,3,13,S. Hiraide,M. Chihara
TNS,28799,Heterosiphonia,japonica,Japan,Mie,,Hamashima,,34.294469,136.745193,3046,1971,3,13,S. Hiraide,M. Chihara
TNS,28800,Heterosiphonia,japonica,Japan,Mie,,Hamashima,,34.294469,136.745193,3045,1971,3,13,S. Hiraide,M. Chihara
TNS,28801,Heterosiphonia,japonica,Japan,Mie,,Hamashima,,34.294469,136.745193,3044,1971,3,13,S. Hiraide,M. Chihara
TNS,28802,Heterosiphonia,japonica,Japan,Mie,,Hamashima,,34.294469,136.745193,3043,1971,3,13,S. Hiraide,M. Chihara
TNS,28803,Heterosiphonia,japonica,Japan,Mie,,Hamashima,,34.294469,136.745193,3042,1971,3,13,S. Hiraide,M. Chihara
TNS,28804,Heterosiphonia,japonica,Japan,Mie,,Hamashima,,34.294469,136.745193,3041,1971,3,13,S. Hiraide,M. Chihara
TNS,28805,Heterosiphonia,japonica,Japan,Mie,,Hamashima,,34.294469,136.745193,3040,1971,3,13,S. Hiraide,M. Chihara
TNS,28806,Heterosiphonia,japonica,Japan,Mie,,Hamashima,,34.294469,136.745193,3039,1971,3,13,S. Hiraide,M. Chihara
TNS,28813,Heterosiphonia,japonica,Japan,Mie,,Hamashima,,34.294469,136.745193,3038,1971,3,13,S. Hiraide,M. Chihara
TNS,28814,Heterosiphonia,japonica,Japan,Mie,,Hamashima,,34.294469,136.745193,3037,1971,3,13,S. Hiraide,M. Chihara
TNS,48617,,,Japan,Yamaguchi,,hando-jima,Hando-jima,33.779212,132.171567,301,0,,,,
TNS,169776,Heterosiphonia,japonica,Japan,Kanagawa,,Hayama,,35.263163,139.57063,3037,2002,2,16,T. Kitayama,T. Kitayama
